"Artista";"Titulo";"Duracion";"Categoria";"Idioma";"Carpeta";"Letra";"Cancion";"Video"
"Tenacious D";"Kickapoo";"N/A";"N/A";"German";"Tenacious D - Kickapoo.txt";"C:\UltraStar canciones\T\Tenacious D - Kickapoo\Tenacious D - Kickapoo.txt";"N/A";"N/A"
"TENACIOUS D";"Kyle Quit";"N/A";"N/A";"English";"TENACIOUS D - Kyle Quit.txt";"C:\UltraStar canciones\T\Tenacious D - Kyle Quit\TENACIOUS D - Kyle Quit.txt";"N/A";"N/A"
"Tenacious D";"Tribute";"N/A";"N/A";"English";"Tenacious D - Tribute.txt";"C:\UltraStar canciones\T\Tenacious D - Tribute\Tenacious D - Tribute.txt";"N/A";"N/A"
"Thalía";"¿A quién le importa?";"N/A";"N/A";"Español";"Thalía - ¿A quién le importa.txt";"C:\UltraStar canciones\Thalía - ¿A quién le importa\Thalía - ¿A quién le importa.txt";"C:\UltraStar canciones\Thalía - ¿A quién le importa\Thalía - ¿A quién le importa.mp3";"C:\UltraStar canciones\Thalía - ¿A quién le importa\Thalía - ¿A quién le importa.mp4"
"Thal�a";"Arrasando";"N/A";"N/A";"Espa�ol";"Thalía - Arrasando.txt";"C:\UltraStar canciones\Thalía - Arrasando\Thalía - Arrasando.txt";"C:\UltraStar canciones\Thalía - Arrasando\Thalía - Arrasando.mp3";"C:\UltraStar canciones\Thalía - Arrasando\Thalía - Arrasando.mp4"
"The Bangles";"Eternal Flame";"N/A";"N/A";"English";"The Bangles - Eternal Flame.txt";"C:\UltraStar canciones\T\The Bangles - Eternal Flame\The Bangles - Eternal Flame.txt";"N/A";"N/A"
"The Beatles";"Let it be";"N/A";"N/A";"Englisch";"The Beatles - Let it be.txt";"C:\UltraStar canciones\T\The Beatles - Let it be\The Beatles - Let it be.txt";"N/A";"N/A"
"The Beatles";"Yellow Submarine";"N/A";"N/A";"Englisch";"The Beatles - Yellow Submarine.txt";"C:\UltraStar canciones\T\The Beatles - Yellow Submarine\The Beatles - Yellow Submarine.txt";"N/A";"N/A"
"The Beatles";"Yesterday";"N/A";"N/A";"English";"The Beatles - Yesterday.txt";"C:\UltraStar canciones\T\The Beatles - Yesterday\The Beatles - Yesterday.txt";"N/A";"N/A"
"The Calling";"Wherever You Will Go";"N/A";"N/A";"English";"The Calling - Wherever You Will Go.txt";"C:\UltraStar canciones\T\The Calling - Wherever You Will Go\The Calling - Wherever You Will Go.txt";"N/A";"N/A"
"The Clash";"Should I Stay Or Should I GO";"N/A";"N/A";"N/A";"The Clash - Should I stay or should I go.txt";"C:\UltraStar canciones\T\The Clash - Should I stay or should I go\The Clash - Should I stay or should I go.txt";"N/A";"N/A"
"The Corrs";"The Right Time";"N/A";"N/A";"English";"The Corrs - The Right Time.txt";"C:\UltraStar canciones\T\The Corrs - The Right Time\The Corrs - The Right Time.txt";"N/A";"N/A"
"The Dandy Warhols";"Bohemian Like You";"N/A";"N/A";"N/A";"The Dandy Warhols - Bohemian Like You.txt";"C:\UltraStar canciones\T\The Dandy Warhols - Bohemian Like You\The Dandy Warhols - Bohemian Like You.txt";"N/A";"N/A"
"The Darkness";"I Believe In A Thing Called Love";"N/A";"N/A";"N/A";"The Darkness - I Believe In A Thing Called Love.txt";"C:\UltraStar canciones\T\The Darkness - I Believe In A Thing Called Love\The Darkness - I Believe In A Thing Called Love.txt";"N/A";"N/A"
"The Jackson 5";"I Want You Back";"N/A";"Pop";"English";"The Jackson 5 - I Want You Back.txt";"C:\UltraStar canciones\T\The Jackson 5 - I Want You Back\The Jackson 5 - I Want You Back.txt";"N/A";"N/A"
"The Jungle Book";"I Wanna Be Like You (Baloo)";"N/A";"";"";"The Jungle Book - I Wanna Be Like You (Baloo).txt";"C:\UltraStar canciones\T\The Jungle Book - I Wanna Be Like You (Louis)\The Jungle Book - I Wanna Be Like You (Baloo).txt";"N/A";"N/A"
"The Jungle Book";"I Wanna Be Like You (Louis)";"N/A";"N/A";"English";"The Jungle Book - I Wanna Be Like You (Louis).txt";"C:\UltraStar canciones\T\The Jungle Book - I Wanna Be Like You (Louis)\The Jungle Book - I Wanna Be Like You (Louis).txt";"N/A";"N/A"
"The Killers";"Mr. Brightside";"N/A";"N/A";"N/A";"The Killers - Mr. Brightside.txt";"C:\UltraStar canciones\T\The Killers - Mr. Brightside\The Killers - Mr. Brightside.txt";"N/A";"N/A"
"The Kinks";"Lola";"N/A";"N/A";"N/A";"The Kinks - Lola.txt";"C:\UltraStar canciones\T\The Kinks - Lola\The Kinks - Lola.txt";"N/A";"N/A"
"The Lion King";"Circle Of Life (Backing)";"N/A";"";"";"The Lion King - Circle Of Life (Backing).txt";"C:\UltraStar canciones\T\The Lion King - Circle Of Life (Lead)\The Lion King - Circle Of Life (Backing).txt";"N/A";"N/A"
"The Lion King";"Circle Of Life (Lead)";"N/A";"N/A";"English";"The Lion King - Circle Of Life (Lead).txt";"C:\UltraStar canciones\T\The Lion King - Circle Of Life (Lead)\The Lion King - Circle Of Life (Lead).txt";"N/A";"N/A"
"The Lion King";"I Just Can't Wait To Be King";"N/A";"N/A";"English";"The Lion King - I Just Can't Wait To Be King.txt";"C:\UltraStar canciones\T\The Lion King - I Just Can't Wait To Be King\The Lion King - I Just Can't Wait To Be King.txt";"N/A";"N/A"
"The Little Mermaid";"Kiss The Girl (Backing)";"N/A";"";"";"The Little Mermaid - Kiss The Girl (Backing).txt";"C:\UltraStar canciones\T\The Little Mermaid - Kiss The Girl (Sebastian)\The Little Mermaid - Kiss The Girl (Backing).txt";"N/A";"N/A"
"The Little Mermaid";"Kiss The Girl (Sebastian)";"N/A";"N/A";"English";"The Little Mermaid - Kiss The Girl (Sebastian).txt";"C:\UltraStar canciones\T\The Little Mermaid - Kiss The Girl (Sebastian)\The Little Mermaid - Kiss The Girl (Sebastian).txt";"N/A";"N/A"
"The Little Mermaid";"Under The Sea";"N/A";"N/A";"English";"The Little Mermaid - Under The Sea.txt";"C:\UltraStar canciones\T\The Little Mermaid - Under The Sea\The Little Mermaid - Under The Sea.txt";"N/A";"N/A"
"The Lumineers";"Ho Hey";"N/A";"Pop";"English";"The Lumineers - Ho Hey.txt";"C:\UltraStar canciones\T\The Lumineers - Ho Hey\The Lumineers - Ho Hey.txt";"N/A";"N/A"
"The Melancholy of Haruhi Suzumiya";"Hare Hare Yukai";"N/A";"Anime";"N/A";"The Melancholy of Haruhi Suzumiya - Hare Hare Yukai.txt";"C:\UltraStar canciones\T\The Melancholy of Haruhi Suzumiya - Hare Hare Yukai\The Melancholy of Haruhi Suzumiya - Hare Hare Yukai.txt";"N/A";"N/A"
"The Offspring";"Pretty Fly";"N/A";"N/A";"English";"The Offspring - Pretty Fly.txt";"C:\UltraStar canciones\T\The Offspring - Pretty Fly\The Offspring - Pretty Fly.txt";"N/A";"N/A"
"The Offspring";"Self Esteem";"N/A";"Rock";"English";"The Offspring - Self Esteem.txt";"C:\UltraStar canciones\T\The Offspring - Self Esteem\The Offspring - Self Esteem.txt";"N/A";"N/A"
"The Platters";"Only You";"N/A";"N/A";"English";"The Platters - Only You.txt";"C:\UltraStar canciones\T\The Platters - Only You\The Platters - Only You.txt";"N/A";"N/A"
"The Police";"Every Breath You Take";"N/A";"N/A";"English";"The Police - Every Breath You Take.txt";"C:\UltraStar canciones\T\The Police - Every Breath You Take\The Police - Every Breath You Take.txt";"N/A";"N/A"
"The Police";"Roxanne";"N/A";"N/A";"N/A";"Police - Roxanne.txt";"C:\UltraStar canciones\P\Police - Roxanne\Police - Roxanne.txt";"N/A";"N/A"
"The Prodigy";"No Good (Start the Dance)";"N/A";"N/A";"N/A";"The Prodigy - No Good.txt";"C:\UltraStar canciones\T\The Prodigy - No Good (Start the Dance)\The Prodigy - No Good.txt";"N/A";"N/A"
"The Scorpions";"Wind of Change";"N/A";"Rock";"English";"The Scorpions - Wind of Change.txt";"C:\UltraStar canciones\T\The Scorpions - Wind of Change\The Scorpions - Wind of Change.txt";"N/A";"N/A"
"The Supremes";"Stop In The Name Of Love";"N/A";"N/A";"English";"The Supremes - Stop In The Name Of Love.txt";"C:\UltraStar canciones\T\The Supremes - Stop In The Name Of Love\The Supremes - Stop In The Name Of Love.txt";"N/A";"N/A"
"The Traveling Wilburys";"End of the Line";"N/A";"Rock";"English";"The Traveling Wilburys - End of the Line.txt";"C:\UltraStar canciones\T\The Traveling Wilburys - End of the Line\The Traveling Wilburys - End of the Line.txt";"N/A";"N/A"
"The Verve";"The Verve-Bitter Sweet Symphony";"N/A";"N/A";"English";"The Verve - The Verve-Bitter Sweet Symphony.txt";"C:\UltraStar canciones\T\The Verve - The Verve-Bitter Sweet Symphony\The Verve - The Verve-Bitter Sweet Symphony.txt";"N/A";"N/A"
"The Village People";"YMCA";"N/A";"N/A";"English";"The Village People - YMCA.txt";"C:\UltraStar canciones\T\The Village People - YMCA\The Village People - YMCA.txt";"N/A";"N/A"
"The Weather Girls";"It's Raining Men";"N/A";"Pop";"English";"The Weather Girls - It's Raining Men.txt";"C:\UltraStar canciones\T\The Weather Girls - It's Raining Men\The Weather Girls - It's Raining Men.txt";"N/A";"N/A"
"The Weeknd";"Save your tears";"N/A";"Pop";"English";"The Weeknd - Save your tears.txt";"C:\UltraStar canciones\T\The Weeknd - Save Your Tears\The Weeknd - Save your tears.txt";"N/A";"N/A"
"Tina Arena & Marc Anthony";"I want to spend my lifetime loving you";"N/A";"Soundtrack";"English";"Tina Arena & Marc Anthony - I want to spend my lifetime loving you.txt";"C:\UltraStar canciones\Tina Arena & Marc Anthony - I want to spend my lifetime loving you\Tina Arena & Marc Anthony - I want to spend my lifetime loving you.txt";"C:\UltraStar canciones\Tina Arena & Marc Anthony - I want to spend my lifetime loving you\Tina Arena & Marc Anthony - I want to spend my lifetime loving you.mp3";"C:\UltraStar canciones\Tina Arena & Marc Anthony - I want to spend my lifetime loving you\Tina Arena & Marc Anthony - I want to spend my lifetime loving you.mp4"
"Tina Arena & Marc Anthony";"I want to spend my lifetime loving you";"N/A";"Soundtrack";"English";"Tina Arena & Marc Anthony - I want to spend my lifetime loving you [MULTI].txt";"C:\UltraStar canciones\Tina Arena & Marc Anthony - I want to spend my lifetime loving you\Tina Arena & Marc Anthony - I want to spend my lifetime loving you [MULTI].txt";"C:\UltraStar canciones\Tina Arena & Marc Anthony - I want to spend my lifetime loving you\Tina Arena & Marc Anthony - I want to spend my lifetime loving you.mp3";"C:\UltraStar canciones\Tina Arena & Marc Anthony - I want to spend my lifetime loving you\Tina Arena & Marc Anthony - I want to spend my lifetime loving you.mp4"
"Tina Turner";"The Best";"N/A";"N/A";"English";"Tina Turner - The Best.txt";"C:\UltraStar canciones\T\Tina Turner - The Best\Tina Turner - The Best.txt";"N/A";"N/A"
"Tina Turner";"What's Love Got To Do With It";"N/A";"Pop";"English";"Tina Turner - What's Love Got To Do With It.txt";"C:\UltraStar canciones\T\Tina Turner - What's Love Got To Do With It\Tina Turner - What's Love Got To Do With It.txt";"N/A";"N/A"
"Tiziano Ferro";"Alucinado";"N/A";"Pop";"Español";"Tiziano Ferro - Alucinado.txt";"C:\UltraStar canciones\Tiziano Ferro - Alucinado\Tiziano Ferro - Alucinado.txt";"C:\UltraStar canciones\Tiziano Ferro - Alucinado\Tiziano Ferro - Alucinado.mp3";"C:\UltraStar canciones\Tiziano Ferro - Alucinado\Tiziano Ferro - Alucinado.mp4"
"Tiziano Ferro";"Tardes negras";"N/A";"N/A";"Español";"Tiziano Ferro - Tardes negras.txt";"C:\UltraStar canciones\Tiziano Ferro - Tardes negras\Tiziano Ferro - Tardes negras.txt";"C:\UltraStar canciones\Tiziano Ferro - Tardes negras\Tiziano Ferro - Tardes negras.mp3";"C:\UltraStar canciones\Tiziano Ferro - Tardes negras\Tiziano Ferro - Tardes negras.mp4"
"TLC";"No Scrubs";"N/A";"N/A";"English";"TLC - No Scrubs.txt";"C:\UltraStar canciones\T\TLC - No Scrubs\TLC - No Scrubs.txt";"N/A";"N/A"
"Tokio Hotel";"Durch den Monsun";"N/A";"N/A";"N/A";"Tokio Hotel - Durch den Monsun.txt";"C:\UltraStar canciones\T\Tokio Hotel - Durch den Monsun\Tokio Hotel - Durch den Monsun.txt";"N/A";"N/A"
"Tom Jones";"Delilah";"N/A";"Pop";"English";"Tom Jones - Delilah.txt";"C:\UltraStar canciones\Tom Jones - Delilah\Tom Jones - Delilah.txt";"C:\UltraStar canciones\Tom Jones - Delilah\Tom Jones - Delilah.mp3";"C:\UltraStar canciones\Tom Jones - Delilah\Tom Jones - Delilah.mp4"
"Tom Petty";"Free Fallin'";"N/A";"N/A";"N/A";"Tom Petty - Free Fallin'.txt";"C:\UltraStar canciones\T\Tom Petty - Free Fallin'\Tom Petty - Free Fallin'.txt";"N/A";"N/A"
"Tommy Cash";"Espresso Macchiato";"N/A";"Alternative & Indie";"Italian";"Tommy Cash - Espresso Macchiato.txt";"C:\UltraStar canciones\Tommy Cash - Espresso Macchiato\Tommy Cash - Espresso Macchiato.txt";"C:\UltraStar canciones\Tommy Cash - Espresso Macchiato\Tommy Cash - Espresso Macchiato.mp3";"C:\UltraStar canciones\Tommy Cash - Espresso Macchiato\Tommy Cash - Espresso Macchiato.webm"
"Tones And I";"Dance Monkey";"N/A";"Alternative";"English";"Tones And I - Dance Monkey.txt";"C:\UltraStar canciones\Tones And I - Dance Monkey\Tones And I - Dance Monkey.txt";"C:\UltraStar canciones\Tones And I - Dance Monkey\Tones And I - Dance Monkey.mp3";"C:\UltraStar canciones\Tones And I - Dance Monkey\Tones And I - Dance Monkey.mp4"
"Torfrock";"Beinhart";"N/A";"N/A";"N/A";"Torfrock - Beinhart.txt";"C:\UltraStar canciones\T\Torfrock - Beinhart\Torfrock - Beinhart.txt";"N/A";"N/A"
"Toto";"Africa";"N/A";"N/A";"English";"Toto - Africa.txt";"C:\UltraStar canciones\T\Toto - Africa\Toto - Africa.txt";"N/A";"N/A"
"Tracy Chapman";"Baby Can I Hold You";"N/A";"N/A";"English";"Tracy Chapman - Baby Can I Hold You.txt";"C:\UltraStar canciones\T\Tracy Chapman - Baby can I hold you\Tracy Chapman - Baby Can I Hold You.txt";"N/A";"N/A"
"Tracy Chapman";"Talkin’ Bout A Revolution";"N/A";"Pop/Rock";"English";"Tracy Chapman - Talkin about a Revolution.txt";"C:\UltraStar canciones\T\Tracy Chapman - Talkin about a Revolution\Tracy Chapman - Talkin about a Revolution.txt";"N/A";"N/A"
"Tronic";"Mateo";"N/A";"Punk Rock";"Español";"Tronic - Mateo.txt";"C:\UltraStar canciones\Tronic - Mateo\Tronic - Mateo.txt";"C:\UltraStar canciones\Tronic - Mateo\Tronic - Mateo.mp3";"C:\UltraStar canciones\Tronic - Mateo\Tronic - Mateo.mp4"
"Tronic";"Veinte por ciento";"N/A";"Punk";"Espa�ol";"Tronic - Veinte por ciento.txt";"C:\UltraStar canciones\Tronic - Veinte por ciento\Tronic - Veinte por ciento.txt";"C:\UltraStar canciones\Tronic - Veinte por ciento\Tronic - Veinte por ciento.mp3";"C:\UltraStar canciones\Tronic - Veinte por ciento\Tronic - Veinte por ciento.mp4"
"Twisted Sister";"We're Not Gonna Take It";"N/A";"N/A";"N/A";"Twisted Sister - We're Not Gonna Take It.txt";"C:\UltraStar canciones\T\Twisted Sister - We're Not Gonna Take It\Twisted Sister - We're Not Gonna Take It.txt";"N/A";"N/A"
"U2";"Beautiful Day";"N/A";"N/A";"English";"U2 - Beautiful Day.txt";"C:\UltraStar canciones\U\U2 - Beautiful Day\U2 - Beautiful Day.txt";"N/A";"N/A"
"U2";"I Still Haven't Found What I'm Looking For";"N/A";"N/A";"English";"U2 - I Still Haven't Found What I'm Looking For.txt";"C:\UltraStar canciones\U\U2 - I Still Haven't Found What I'm Looking For\U2 - I Still Haven't Found What I'm Looking For.txt";"N/A";"N/A"
"U2";"Pride";"N/A";"N/A";"N/A";"U2 - Pride.txt";"C:\UltraStar canciones\U\U2 - Pride\U2 - Pride.txt";"N/A";"N/A"
"U2";"Vertigo";"N/A";"Pop";"English";"U2 - Vertigo.txt";"C:\UltraStar canciones\U\U2 - Vertigo\U2 - Vertigo.txt";"N/A";"N/A"
"U2";"With or without you";"N/A";"N/A";"English";"U2 - With or without you.txt";"C:\UltraStar canciones\U\U2 - With or without you\U2 - With or without you.txt";"N/A";"N/A"
"Ultra Nate";"Free";"N/A";"N/A";"N/A";"Ultra Nate - Free.txt";"C:\UltraStar canciones\U\Ultra Nate - Free\Ultra Nate - Free.txt";"N/A";"N/A"
"Uncle Kracker";"Follow Me";"N/A";"N/A";"Englisch";"Uncle Kracker - Follow Me.txt";"C:\UltraStar canciones\U\Uncle Kracker - Follow Me\Uncle Kracker - Follow Me.txt";"N/A";"N/A"
"Vanilla Ice";"Ice Ice Baby";"N/A";"N/A";"English";"Vanilla Ice - Ice Ice Baby.txt";"C:\UltraStar canciones\V\Vanilla Ice - Ice Ice Baby\Vanilla Ice - Ice Ice Baby.txt";"N/A";"N/A"
"Vicentico";"Algo contigo";"N/A";"N/A";"Espa�ol";"Vicentico - Algo contigo.txt";"C:\UltraStar canciones\Vicentico - Algo contigo\Vicentico - Algo contigo.txt";"C:\UltraStar canciones\Vicentico - Algo contigo\Vicentico - Algo contigo.mp3";"C:\UltraStar canciones\Vicentico - Algo contigo\Vicentico - Algo contigo.avi"
"Vicentico";"Los caminos de la vida";"N/A";"Rock";"Español";"Vicentico - Los caminos de la vida.txt";"C:\UltraStar canciones\Vicentico - Los caminos de la vida\Vicentico - Los caminos de la vida.txt";"C:\UltraStar canciones\Vicentico - Los caminos de la vida\Vicentico - Los caminos de la vida.mp3";"C:\UltraStar canciones\Vicentico - Los caminos de la vida\Vicentico - Los caminos de la vida.mp4"
"Vicentico";"Paisaje";"N/A";"Latinos";"Español";"Vicentico - Paisaje.txt";"C:\UltraStar canciones\Vicentico - Paisaje\Vicentico - Paisaje.txt";"C:\UltraStar canciones\Vicentico - Paisaje\Vicentico - Paisaje.mp3";"C:\UltraStar canciones\Vicentico - Paisaje\Vicentico - Paisaje.mp4"
"Vicentico";"Si me dejan";"N/A";"Rock";"Espa�ol";"Vicentico - Si me dejan.txt";"C:\UltraStar canciones\Vicentico - Si me dejan\Vicentico - Si me dejan.txt";"C:\UltraStar canciones\Vicentico - Si me dejan\Vicentico - Si me dejan.mp3";"C:\UltraStar canciones\Vicentico - Si me dejan\Vicentico - Si me dejan.avi"
"Vicentico y Valeria Bertuccelli";"No te apartes de mí";"N/A";"N/A";"Español";"Vicentico y Valeria Bertuccelli - No te apartes de mí [MULTI].txt";"C:\UltraStar canciones\Vicentico y Valeria Bertuccelli - No te apartes de mí\Vicentico y Valeria Bertuccelli - No te apartes de mí [MULTI].txt";"C:\UltraStar canciones\Vicentico y Valeria Bertuccelli - No te apartes de mí\Vicentico y Valeria Bertuccelli - No te apartes de mí.mp3";"C:\UltraStar canciones\Vicentico y Valeria Bertuccelli - No te apartes de mí\Vicentico y Valeria Bertuccelli - No te apartes de mí.mp4"
"Vicentico y Valeria Bertuccelli";"No te apartes de mí";"N/A";"N/A";"Español";"Vicentico y Valeria Bertuccelli - No te apartes de mí.txt";"C:\UltraStar canciones\Vicentico y Valeria Bertuccelli - No te apartes de mí\Vicentico y Valeria Bertuccelli - No te apartes de mí.txt";"C:\UltraStar canciones\Vicentico y Valeria Bertuccelli - No te apartes de mí\Vicentico y Valeria Bertuccelli - No te apartes de mí.mp3";"C:\UltraStar canciones\Vicentico y Valeria Bertuccelli - No te apartes de mí\Vicentico y Valeria Bertuccelli - No te apartes de mí.mp4"
"Virus";"Una luna de miel en la mano";"N/A";"Pop";"Español";"Virus - Una luna de miel en la mano.txt";"C:\UltraStar canciones\Virus - Una luna de miel en la mano\Virus - Una luna de miel en la mano.txt";"C:\UltraStar canciones\Virus - Una luna de miel en la mano\Virus - Una luna de miel en la mano.mp3";"C:\UltraStar canciones\Virus - Una luna de miel en la mano\Virus - Una luna de miel en la mano.mp4"
"Viva Suecia y Leiva";"Justo cuando el mundo apriete";"N/A";"Indie";"Español";"Viva Suecia y Leiva - Justo cuando el mundo apriete [MULTI].txt";"C:\UltraStar canciones\Viva Suecia y Leiva - Justo cuando el mundo apriete\Viva Suecia y Leiva - Justo cuando el mundo apriete [MULTI].txt";"C:\UltraStar canciones\Viva Suecia y Leiva - Justo cuando el mundo apriete\Viva Suecia y Leiva - Justo cuando el mundo apriete.mp3";"C:\UltraStar canciones\Viva Suecia y Leiva - Justo cuando el mundo apriete\Viva Suecia y Leiva - Justo cuando el mundo apriete.webm"
"Viva Suecia y Leiva";"Justo cuando el mundo apriete";"N/A";"Indie";"Español";"Viva Suecia y Leiva - Justo cuando el mundo apriete.txt";"C:\UltraStar canciones\Viva Suecia y Leiva - Justo cuando el mundo apriete\Viva Suecia y Leiva - Justo cuando el mundo apriete.txt";"C:\UltraStar canciones\Viva Suecia y Leiva - Justo cuando el mundo apriete\Viva Suecia y Leiva - Justo cuando el mundo apriete.mp3";"C:\UltraStar canciones\Viva Suecia y Leiva - Justo cuando el mundo apriete\Viva Suecia y Leiva - Justo cuando el mundo apriete.webm"
"Walk The Moon";"Shut Up And Dance";"N/A";"N/A";"N/A";"Walk The Moon - Shut Up And Dance.txt";"C:\UltraStar canciones\W\Walk The Moon - Shut Up And Dance\Walk The Moon - Shut Up And Dance.txt";"N/A";"N/A"
"Weird Al Yankovic";"On Ebay";"N/A";"N/A";"N/A";"Weird Al Yankovic - On Ebay.txt";"C:\UltraStar canciones\W\Weird Al Yankovic - On Ebay\Weird Al Yankovic - On Ebay.txt";"N/A";"N/A"
"Westernhagen";"Sexy";"N/A";"N/A";"N/A";"Westernhagen - Sexy.txt";"C:\UltraStar canciones\W\Westernhagen - Sexy\Westernhagen - Sexy.txt";"N/A";"N/A"
"Westlife";"World of Our Own";"N/A";"N/A";"N/A";"Westlife - World of Our Own.txt";"C:\UltraStar canciones\W\Westlife - World of Our Own\Westlife - World of Our Own.txt";"N/A";"N/A"
"Wham!";"Last Christmas";"N/A";"N/A";"N/A";"Wham! - Last Christmas.txt";"C:\UltraStar canciones\W\Wham! - Last Christmas\Wham! - Last Christmas.txt";"N/A";"N/A"
"Wham!";"Wake Me Up Before You Go-Go";"N/A";"N/A";"N/A";"Wham! - Whake me up before you Go-Go.txt";"C:\UltraStar canciones\W\Wham! - Wake me up before you go go\Wham! - Whake me up before you Go-Go.txt";"N/A";"N/A"
"Whitesnake";"Here I go again";"N/A";"N/A";"N/A";"Whitesnake - Here I go again.txt";"C:\UltraStar canciones\W\Whitesnake - Here I go again\Whitesnake - Here I go again.txt";"N/A";"N/A"
"Whitney Houston";"I Wanna Dance With Somebody";"N/A";"N/A";"N/A";"Whitney Houston - I Wanna Dance With Somebody.txt";"C:\UltraStar canciones\W\Whitney Houston - I Wanna Dance With Somebody\Whitney Houston - I Wanna Dance With Somebody.txt";"N/A";"N/A"
"Whitney Houston";"One moment in time";"N/A";"N/A";"N/A";"Whitney Houston - One moment in time.txt";"C:\UltraStar canciones\W\Whitney Houston - One moment in time\Whitney Houston - One moment in time.txt";"N/A";"N/A"
